id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
418,I noticed I kept thinking about otehr tasks but it didn't last long.,rain,25,5.0,3,3,night,neutral,none,vague,restless,4,noticed kept thinking otehr tasks last long,13,68,0,0,0,0
419,I noticed I kept thinking about otehr tasks for a moment.,forest,15,8.0,4,4,afternoon,focused,none,vague,restless,4,noticed kept thinking otehr tasks moment,11,57,0,0,0,0
420,At first I organized my ideas better so I sat with that feeling.,rain,20,6.0,3,5,evening,overwhelmed,calm_face,clear,focused,2,first organized ideas better sat feeling,13,64,0,0,1,2
421,Honestly I felt distracted before moving on.,forest,8,5.0,1,5,morning,focused,tense_face,vague,restless,2,honestly felt distracted moving,7,44,0,0,0,4
422,after a few minutes i felt a little calmer but still distracted and i just observed it.,mountain,12,7.0,3,4,morning,restless,none,clear,mixed,1,minutes felt little calmer still distracted observed,17,87,0,0,1,1
423,at first i felt distracted before moving on.,mountain,15,4.0,1,2,night,overwhelmed,calm_face,clear,restless,4,first felt distracted moving,8,44,0,0,1,1
424,At one point I felt a little calmer but still distracted before moving on.,forest,10,4.0,5,5,morning,restless,tense_face,clear,mixed,3,one point felt little calmer still distracted moving,14,74,0,0,1,0
425,At first my thoughts felt lighter and I tried to notice it.,ocean,8,7.0,2,1,morning,neutral,tired_face,conflicted,calm,5,first thoughts felt lighter tried notice,12,59,0,0,0,-1
426,At first I started planning my day but it didn't last long.,rain,25,4.0,1,3,afternoon,mixed,calm_face,clear,focused,4,first started planning day last long,12,59,0,0,1,2
427,At one point I could finally concentrate before moving on.,rain,20,5.0,3,1,night,mixed,tense_face,conflicted,focused,4,one point could finally concentrate moving,10,58,0,0,1,-2
428,Strangely my attention improved though I'm not sure why.,cafe,18,8.0,2,1,afternoon,overwhelmed,tense_face,conflicted,focused,3,strangely attention improved though not sure,9,56,0,0,1,-1
429,At one point I couldn't relax much but it didn't last long.,forest,18,5.0,3,1,night,focused,tired_face,conflicted,overwhelmed,2,one point relax much last long,12,59,0,0,0,-2
430,for some reason i didn't notice strong emotions though i'm not sure why. ...,rain,25,5.0,2,1,afternoon,calm,calm_face,clear,neutral,5,reason notice strong emotions though not sure,14,76,0,0,0,-1
431,Honestly my mood shifted back and forth for a moment.,mountain,18,4.0,1,2,night,calm,none,clear,mixed,3,honestly mood shifted back forth moment,10,53,0,0,0,1
432,For some reason nothing really changed for a moment. ...,mountain,12,4.0,2,5,morning,calm,happy_face,vague,neutral,2,reason nothing really changed moment,10,56,0,1,0,3
433,By the end my attention improved but it didn't last long.,cafe,25,8.0,3,4,night,calm,neutral_face,conflicted,focused,4,end attention improved last long,11,57,0,0,0,1
434,Strangely things felt ordinary for a moment.,rain,12,6.0,4,4,evening,neutral,happy_face,clear,neutral,4,strangely things felt ordinary moment,7,44,0,1,0,0
435,For some reason I didn't notice strong emotions before moving on. ...,rain,12,8.0,1,5,afternoon,restless,none,clear,neutral,2,reason notice strong emotions moving,12,69,0,0,1,4
436,During the session I felt distracted even if only briefly.,forest,8,7.0,3,2,afternoon,restless,happy_face,clear,restless,2,session felt distracted even briefly,10,58,0,0,1,-1
437,At first I felt distracted and I tried to notice it. ...,rain,12,7.0,2,4,morning,neutral,calm_face,conflicted,restless,5,first felt distracted tried notice,12,56,0,0,0,2
438,After a few minutes the pressure didn't really go away though I'm not sure why.,forest,8,5.0,5,1,night,calm,calm_face,vague,overwhelmed,5,minutes pressure really go away though not sure,15,79,0,0,0,-4
439,for some reason things felt ordinary so i sat with that feeling.,ocean,15,8.0,5,5,morning,focused,tired_face,clear,neutral,2,reason things felt ordinary sat feeling,12,64,0,0,0,0
440,Honestly I felt distracted which surprised me.,forest,15,5.0,2,4,afternoon,overwhelmed,happy_face,clear,restless,5,honestly felt distracted surprised,7,46,0,1,1,2
441,By the end it felt like a normal moment and I just observed it.,cafe,18,4.0,1,4,night,restless,tense_face,vague,neutral,5,end felt like normal moment observed,14,63,0,0,1,3
442,During the session I felt a little calmer but still distracted though I'm not sure why.,forest,10,7.0,1,2,afternoon,mixed,none,clear,mixed,1,session felt little calmer still distracted though not sure,16,87,0,0,1,1
443,By the end my mood shifted back and forth but it didn't last long. ...,forest,20,4.0,3,4,night,calm,none,conflicted,mixed,2,end mood shifted back forth last long,15,70,0,0,0,1
444,At one point I could finally concentrate even if only briefly.,cafe,20,4.0,4,5,morning,restless,tense_face,clear,focused,5,one point could finally concentrate even briefly,11,62,0,0,1,1
445,Honestly my mind kept wandering and I just observed it.,forest,20,6.0,1,1,evening,mixed,tired_face,conflicted,restless,1,honestly mind kept wandering observed,10,55,0,0,1,0
446,gradually i felt distracted and i just observed it.,mountain,20,4.0,1,2,evening,restless,none,clear,restless,1,gradually felt distracted observed,9,51,0,0,1,1
447,For some reason I kept thinking about other tasks so I sat with that feeling.,rain,8,6.0,4,1,evening,focused,tired_face,conflicted,restless,2,reason kept thinking tasks sat feeling,15,77,0,0,0,-3
448,At one point the tension eased a bit so I sat with that feeling.,mountain,12,8.0,3,4,afternoon,focused,happy_face,conflicted,calm,2,one point tension eased bit sat feeling,14,64,0,1,0,1
449,At one point I started planning my day and I tried to notice it.,rain,18,5.0,3,1,morning,focused,neutral_face,conflicted,focused,1,one point started planning day tried notice,14,64,0,0,0,-2
450,I noticed I kept thinking about other tasks before moving on.,mountain,20,6.0,2,2,morning,focused,happy_face,conflicted,restless,3,noticed kept thinking tasks moving,11,61,0,0,0,0
451,Gradually it felt like a normal moment for a moment.,cafe,20,7.0,2,5,night,mixed,neutral_face,vague,neutral,4,gradually felt like normal moment moment,10,52,0,0,1,3
452,strangely my mind felt crowded so i sat with that feeling. ...,ocean,12,7.0,2,2,afternoon,calm,tired_face,conflicted,overwhelmed,4,strangely mind felt crowded sat feeling,12,62,0,0,0,0
453,Honestly I felt a little calmer but still distracted and I tried to notice it.,rain,15,6.0,4,5,morning,neutral,tired_face,clear,mixed,2,honestly felt little calmer still distracted tried notice,15,78,0,0,0,1
454,I noticed nothing really changed even if only briefly.,cafe,10,6.0,4,4,evening,restless,tired_face,vague,neutral,5,noticed nothing really changed even briefly,9,54,0,0,1,0
455,strangely my mind became quiet before moving on.,cafe,18,8.0,2,4,night,restless,neutral_face,vague,calm,5,strangely mind became quiet moving,8,48,0,0,1,2
456,Honestly part of me relaxed while another part stayed busy and I wasn't expecting that.,ocean,10,4.0,1,1,night,mixed,happy_face,conflicted,mixed,4,honestly part relaxed another part stayed busy expecting,15,87,0,0,1,0
457,Gradually I felt a little calmer but still distracted and I tried to notice it.,cafe,12,8.0,2,2,afternoon,focused,calm_face,vague,mixed,3,gradually felt little calmer still distracted tried notice,15,79,0,0,0,0
458,During the session I couldn't sit still mentally and I just observed it. ...,mountain,25,6.0,1,4,night,overwhelmed,calm_face,conflicted,restless,4,session sit still mentally observed,14,76,0,0,1,3
459,Gradually I organized my ideas better before moving on.,ocean,10,8.0,3,5,afternoon,calm,calm_face,conflicted,focused,3,gradually organized ideas better moving,9,55,0,0,0,2
460,After a few minutes the tension eased a bit for a moment. ...,ocean,15,5.0,2,3,afternoon,overwhelmed,tense_face,clear,calm,1,minutes tension eased bit moment,13,61,0,0,1,1
461,For some reason my thoughts were jumping around and I just observed it. ...,rain,15,5.0,1,3,evening,neutral,neutral_face,conflicted,restless,2,reason thoughts jumping around observed,14,75,0,0,0,2
462,At first things felt ordinary even if only briefly.,forest,25,6.0,4,5,evening,restless,happy_face,vague,neutral,2,first things felt ordinary even briefly,9,51,0,1,1,1
463,Honestly things felt ordinary before moving on.,cafe,20,6.0,2,1,morning,calm,calm_face,conflicted,neutral,2,honestly things felt ordinary moving,7,47,0,0,0,-1
464,I noticed nothing really changed though I'm not sure why.,mountain,20,5.0,3,3,morning,restless,happy_face,vague,neutral,1,noticed nothing really changed though not sure,10,57,0,0,1,0
465,For some reason my mind became quiet for a moment.,rain,12,6.0,4,4,morning,mixed,neutral_face,conflicted,calm,4,reason mind became quiet moment,10,50,0,0,1,0
466,Honestly I didn't notice strong emotions which surprised me.,rain,12,8.0,5,1,afternoon,neutral,tense_face,clear,neutral,2,honestly notice strong emotions surprised,9,60,0,0,0,-4
467,For some reason my thoughts were jumping around even if only briefly.,forest,18,4.0,3,3,morning,restless,tired_face,clear,restless,3,reason thoughts jumping around even briefly,12,69,0,0,1,0
468,by the end i felt mentally drained and i wasn't expecting that. ...,rain,10,4.0,4,5,morning,overwhelmed,neutral_face,clear,overwhelmed,3,end felt mentally drained expecting,13,67,0,0,1,1
469,During teh session teh pressure didn't really go away but it didn't last long.,cafe,18,5.0,2,1,night,overwhelmed,happy_face,clear,overwhelmed,1,teh session teh pressure really go away last long,14,78,0,0,1,-1
470,Gradually my mind kept wandering though I'm not sure why.,forest,20,6.0,1,5,evening,mixed,tense_face,clear,restless,2,gradually mind kept wandering though not sure,10,57,0,0,1,4
471,At one point I kept thinking about other tasks before moving on.,rain,8,4.0,5,5,morning,focused,happy_face,vague,restless,3,one point kept thinking tasks moving,12,64,0,1,0,0
472,gradually i started planning my day but it didn't last long.,rain,15,4.0,2,1,night,mixed,none,vague,focused,1,gradually started planning day last long,11,60,0,0,1,-1
473,I noticed my thoughts felt lighter for a moment.,mountain,15,8.0,3,3,evening,focused,none,conflicted,calm,1,noticed thoughts felt lighter moment,9,48,0,0,0,0
474,strangely everything still felt heavy before moving on.,cafe,25,7.0,4,2,afternoon,focused,happy_face,vague,overwhelmed,3,strangely everything still felt heavy moving,8,55,0,0,0,-2
475,For some reason teh pressure didn't really go away before moving on.,ocean,15,7.0,2,3,evening,neutral,happy_face,clear,overwhelmed,4,reason teh pressure really go away moving,12,68,0,0,0,1
476,For some reason my mood shifted back and forth and I just observed it.,forest,15,5.0,5,2,afternoon,overwhelmed,tense_face,clear,mixed,5,reason mood shifted back forth observed,14,70,0,0,1,-3
477,Gradually the pressure didn't really go away even if only briefly.,mountain,20,8.0,4,1,night,restless,tired_face,clear,overwhelmed,3,gradually pressure really go away even briefly,11,66,0,0,1,-3
478,Gradually everything still felt heavy for a moment.,forest,20,4.0,1,2,afternoon,neutral,none,clear,overwhelmed,2,gradually everything still felt heavy moment,8,51,0,0,0,1
479,Honestly my mood shifted back and forth and I wasn't expecting that.,ocean,20,6.0,3,5,evening,overwhelmed,tense_face,clear,mixed,5,honestly mood shifted back forth expecting,12,68,0,0,1,2
480,At one point my mind became quiet but it didn't last long.,cafe,8,4.0,5,3,morning,restless,neutral_face,vague,calm,5,one point mind became quiet last long,12,58,0,0,1,-2
481,Honestly mind was all over teh place.,ocean,8,8.0,2,1,night,calm,neutral_face,conflicted,restless,1,honestly mind teh place,7,37,0,0,0,-1
482,During teh session helped me plan my day. Later it changed still a bit off tbh.,cafe,10,6.0,4,2,morning,neutral,happy_face,conflicted,focused,2,teh session helped plan day later changed still bit tbh,16,79,0,0,0,-2
483,honestly helped me plan my day.,forest,12,7.0,3,4,afternoon,mixed,tense_face,clear,restless,1,honestly helped plan day,6,31,0,0,1,1
484,By the end it was fine. ...,rain,8,7.0,2,3,evening,restless,calm_face,conflicted,neutral,3,end fine,7,27,0,0,1,1
485,I guess mind was all over the place.,mountain,15,4.0,1,3,night,mixed,tired_face,vague,neutral,1,guess mind place,8,36,0,0,1,2
486,kinda calm now,rain,25,5.0,4,4,night,neutral,neutral_face,vague,overwhelmed,2,kinda calm,3,14,1,0,0,0
487,felt heavy,cafe,5,5.0,2,1,night,neutral,neutral_face,clear,overwhelmed,3,felt heavy,2,10,1,0,0,-1
488,back to normal after,forest,30,8.0,5,1,night,overwhelmed,none,vague,restless,4,back normal,4,20,1,0,1,-4
489,honestly okay session.,mountain,8,6.0,5,1,evening,neutral,happy_face,clear,calm,1,honestly okay session,3,22,1,0,0,-4
490,By the end got distracted again. ...,cafe,8,7.0,4,4,evening,mixed,none,vague,focused,4,end got distracted,7,36,0,0,1,0
491,At first felt good for a moment.,ocean,10,8.0,3,1,evening,focused,tense_face,conflicted,mixed,5,first felt good moment,7,32,0,0,0,-2
492,For some reason okay session.,rain,15,5.0,2,5,night,restless,calm_face,clear,neutral,5,reason okay session,5,29,1,0,1,3
493,during the session got distracted again. later it changed mind was all over the place.,mountain,25,5.0,4,5,evening,mixed,calm_face,clear,restless,1,session got distracted later changed mind place,15,86,0,0,1,1
494,At first felt heavy.,ocean,10,7.0,4,4,afternoon,focused,none,clear,overwhelmed,2,first felt heavy,4,20,1,0,0,0
495,At first still anxious a bit. After some time honestly not much change.,mountain,30,5.0,1,1,afternoon,overwhelmed,calm_face,clear,neutral,2,first still anxious bit time honestly not much change,13,71,0,0,1,0
496,felt good for a moment,rain,30,7.0,2,1,night,neutral,tired_face,clear,calm,5,felt good moment,5,22,1,0,0,-1
497,"I guess felt lighter, not fully though.",cafe,30,5.0,4,5,night,calm,tense_face,conflicted,focused,1,guess felt lighter not fully though,7,39,0,0,0,1
498,kinda calm now,ocean,12,4.0,4,3,evening,overwhelmed,happy_face,conflicted,focused,5,kinda calm,3,14,1,0,1,-1
499,During the session felt good for a moment. Later it changed back to normal after.,cafe,12,7.0,1,4,night,calm,none,clear,overwhelmed,3,session felt good moment later changed back normal,15,81,0,0,0,3
500,During the session got distracted again. Then it shifted kept thinking about work.,ocean,10,4.0,4,4,night,neutral,neutral_face,vague,calm,3,session got distracted shifted kept thinking work,13,82,0,0,0,0
